,decision_id,type of insurance,premium/payment,service attitude/communication,fail to meet customer's expectations,claims processing delays,policy terms,gender,location,title,date,company,decision,extras,tag
4281,DRN-4301946,Health,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4301946.pdf,Decision Reference DRN-4301946,16-Aug-23,Medicash Health Benefits Limited,Upheld,,Insurance
4282,DRN-4090728,Motor,Yes,Yes,Yes,No,No,Female,decision/DRN-4090728.pdf,Decision Reference DRN-4090728,16-Aug-23,Aviva Insurance Limited,Not upheld,,Insurance
4283,DRN-4281793,Legal Expenses and Monetary Loss,No,No,No,No,No,Not applicable,decision/DRN-4281793.pdf,Decision Reference DRN-4281793,16-Aug-23,Great Lakes Insurance SE,Not upheld,,Insurance
4284,DRN-4131721,Commercial Motor,Yes,Yes,Yes,Yes,Yes,Male,decision/DRN-4131721.pdf,Decision Reference DRN-4131721,16-Aug-23,Haven Insurance Company Limited,Upheld,,Insurance
4285,DRN-4087791,Household and Commercial Property,Yes,No,Yes,No,No,Female,decision/DRN-4087791.pdf,Decision Reference DRN-4087791,16-Aug-23,Waltons Insurance Brokers Limited,Not upheld,,Insurance
4286,DRN-4151973,Motor,No,No,Yes,No,Yes,Male and Female,decision/DRN-4151973.pdf,Decision Reference DRN-4151973,16-Aug-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
4287,DRN-4302627,Animal,No,Yes,Yes,Yes,No,Male,decision/DRN-4302627.pdf,Decision Reference DRN-4302627,16-Aug-23,The Equine and Livestock Insurance Company Limited,Not upheld,,Insurance
4288,DRN-4171169,Motor,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4171169.pdf,Decision Reference DRN-4171169,16-Aug-23,Advantage Insurance Company Limited,Not upheld,,Insurance
4289,DRN-4284009,Household and Commercial Property,No,Yes,Yes,No,No,Female,decision/DRN-4284009.pdf,Decision Reference DRN-4284009,16-Aug-23,Uinsure Limited,Not upheld,,Insurance
4290,DRN-4294742,Travel,No,Yes,Yes,Yes,No,Female,decision/DRN-4294742.pdf,Decision Reference DRN-4294742,16-Aug-23,ERGO Reiseversicherung AG,Upheld,,Insurance
4291,DRN-4276211,Motor,No,No,Yes,No,Yes,Female,decision/DRN-4276211.pdf,Decision Reference DRN-4276211,16-Aug-23,Ageas Insurance Limited,Not upheld,,Insurance
4292,DRN-4286569,Travel,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4286569.pdf,Decision Reference DRN-4286569,16-Aug-23,Euroins AD,Upheld,,Insurance
4293,DRN-4155433,Motor,Yes,Yes,Yes,Yes,No,Female,decision/DRN-4155433.pdf,Decision Reference DRN-4155433,16-Aug-23,Advantage Insurance Company Limited,Not upheld,,Insurance
4294,DRN-4082035,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4082035.pdf,Decision Reference DRN-4082035,15-Aug-23,QIC Europe Ltd,Not upheld,,Insurance
4295,DRN-4256744,Household and Commercial Property,No,No,Yes,No,Yes,Female,decision/DRN-4256744.pdf,Decision Reference DRN-4256744,15-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4296,DRN-4280355,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4280355.pdf,Decision Reference DRN-4280355,15-Aug-23,Society of Lloyd's,Not upheld,,Insurance
4297,DRN-4211361,Motor,No,No,Yes,No,Yes,Female,decision/DRN-4211361.pdf,Decision Reference DRN-4211361,15-Aug-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
4298,DRN-4226679,Legal Expenses and Monetary Loss,Yes,No,Yes,No,Yes,Male and Female,decision/DRN-4226679.pdf,Decision Reference DRN-4226679,15-Aug-23,DAS Legal Expenses Insurance Company Limited,Upheld,,Insurance
4299,DRN-4279459,Motor,Yes,Yes,Yes,Yes,No,Male,decision/DRN-4279459.pdf,Decision Reference DRN-4279459,15-Aug-23,Mulsanne Insurance Company Limited,Upheld,,Insurance
4300,DRN-4101527,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4101527.pdf,Decision Reference DRN-4101527,15-Aug-23,Marsh Ltd,Not upheld,,Insurance
4301,DRN-4175694,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4175694.pdf,Decision Reference DRN-4175694,15-Aug-23,West Bay Insurance Plc,Upheld,,Insurance
4302,DRN-4297953,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4297953.pdf,Decision Reference DRN-4297953,15-Aug-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
4303,DRN-4275821,Others,No,No,No,No,No,Not mentioned,decision/DRN-4275821.pdf,Decision Reference DRN-4275821,15-Aug-23,Simplyhealth Access,Not upheld,,Insurance
4304,DRN-4160540,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4160540.pdf,Decision Reference DRN-4160540,15-Aug-23,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
4305,DRN-4300535,Motor,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4300535.pdf,Decision Reference DRN-4300535,15-Aug-23,West Bay Insurance Plc,Upheld,,Insurance
4306,DRN-4301563,Household and Commercial Property,Yes,Yes,Yes,No,No,Male and Female,decision/DRN-4301563.pdf,Decision Reference DRN-4301563,15-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4307,DRN-4266788,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4266788.pdf,Decision Reference DRN-4266788,15-Aug-23,British Gas Insurance Limited,Not upheld,,Insurance
4308,DRN-4075357,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4075357.pdf,Decision Reference DRN-4075357,15-Aug-23,Aioi Nissay Dowa Insurance UK Limited,Not upheld,,Insurance
4309,DRN-4301046,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4301046.pdf,Decision Reference DRN-4301046,15-Aug-23,Aviva Insurance Limited,Upheld,,Insurance
4310,DRN-4227729,None,None,None,None,None,None,None,decision/DRN-4227729.pdf,Decision Reference DRN-4227729,15-Aug-23,Safe World Insurance Group (UK) Ltd,Not upheld,,Insurance
4311,DRN-4300933,Household and Commercial Property,No,No,Yes,No,Yes,Female,decision/DRN-4300933.pdf,Decision Reference DRN-4300933,15-Aug-23,Aviva Insurance Limited,Upheld,,Insurance
4312,DRN-4300982,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4300982.pdf,Decision Reference DRN-4300982,15-Aug-23,National House-Building Council,Upheld,,Insurance
4313,DRN-4300233,Motor,No,Yes,Yes,No,No,Female,decision/DRN-4300233.pdf,Decision Reference DRN-4300233,15-Aug-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
4314,DRN-4286057,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4286057.pdf,Decision Reference DRN-4286057,15-Aug-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
4315,DRN-4237783,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4237783.pdf,Decision Reference DRN-4237783,15-Aug-23,QIC Europe Ltd,Upheld,,Insurance
4316,DRN-4149252,Motor,Yes,No,Yes,No,Yes,Female,decision/DRN-4149252.pdf,Decision Reference DRN-4149252,15-Aug-23,Aviva Insurance Limited,Not upheld,,Insurance
4317,DRN-4283358,Business Protection Insurance,Yes,Yes,Yes,Yes,Yes,Not mentioned,decision/DRN-4283358.pdf,Decision Reference DRN-4283358,15-Aug-23,Agency Management Network Limited,Upheld,,Insurance
4318,DRN-4300447,Motor,No,Yes,Yes,Yes,No,Female,decision/DRN-4300447.pdf,Decision Reference DRN-4300447,15-Aug-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
4319,DRN-4273061,Animal,No,No,Yes,No,Yes,Male and Female,decision/DRN-4273061.pdf,Decision Reference DRN-4273061,15-Aug-23,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
4320,DRN-4300408,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-4300408.pdf,Decision Reference DRN-4300408,15-Aug-23,BISL Limited,Upheld,,Insurance
4321,DRN-4291096,Travel,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4291096.pdf,Decision Reference DRN-4291096,15-Aug-23,AWP P&C SA,Upheld,,Insurance
4322,DRN-4228467,Travel,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4228467.pdf,Decision Reference DRN-4228467,15-Aug-23,Great Lakes Insurance SE,Upheld,,Insurance
4323,DRN-4278882,Personal Belongings,No,Yes,Yes,No,No,Male,decision/DRN-4278882.pdf,Decision Reference DRN-4278882,15-Aug-23,Assurant General Insurance Limited,Upheld,,Insurance
4324,DRN-4253364,Household and Commercial Property,Yes,Yes,Yes,No,No,Female,decision/DRN-4253364.pdf,Decision Reference DRN-4253364,15-Aug-23,"Ocaso SA, Compania de Seguros y Reaseguros",Upheld,,Insurance
4325,DRN-4298913,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4298913.pdf,Decision Reference DRN-4298913,14-Aug-23,Ageas Insurance Limited,Upheld,,Insurance
4326,DRN-4211764,Motor,No,Yes,Yes,No,No,Male and Female,decision/DRN-4211764.pdf,Decision Reference DRN-4211764,14-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4327,DRN-4299375,Health,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4299375.pdf,Decision Reference DRN-4299375,14-Aug-23,Vitality Health Limited,Upheld,,Insurance
4328,DRN-4166402,Travel,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4166402.pdf,Decision Reference DRN-4166402,14-Aug-23,U K Insurance Limited,Upheld,,Insurance
4329,DRN-4205202,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4205202.pdf,Decision Reference DRN-4205202,14-Aug-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
4330,DRN-4149214,Household and Commercial Property,No,No,Yes,No,Yes,Female,decision/DRN-4149214.pdf,Decision Reference DRN-4149214,14-Aug-23,Domestic & General Insurance Plc,Not upheld,,Insurance
4331,DRN-4237225,Income Protection,No,No,Yes,No,Yes,Female,decision/DRN-4237225.pdf,Decision Reference DRN-4237225,14-Aug-23,Legal and General Assurance Society Limited,Not upheld,,Insurance
4332,DRN-4254391,Travel,No,No,Yes,No,Yes,Female,decision/DRN-4254391.pdf,Decision Reference DRN-4254391,14-Aug-23,Inter Partner Assistance SA,Not upheld,,Insurance
4333,DRN-4214796,Legal Expenses and Monetary Loss,No,No,Yes,No,Yes,Male and Female,decision/DRN-4214796.pdf,Decision Reference DRN-4214796,14-Aug-23,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
4334,DRN-4213303,Travel,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4213303.pdf,Decision Reference DRN-4213303,14-Aug-23,Great Lakes Insurance SE,Upheld,,Insurance
4335,DRN-4298836,Motor,Yes,No,Yes,No,No,Male,decision/DRN-4298836.pdf,Decision Reference DRN-4298836,14-Aug-23,Acorn Insurance & Financial Services Ltd,Not upheld,,Insurance
4336,DRN-4293961,Animal,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4293961.pdf,Decision Reference DRN-4293961,14-Aug-23,Red Sands Insurance Company (Europe) Limited,Upheld,,Insurance
4337,DRN-4260985,Animal,No,Yes,Yes,No,Yes,Male,decision/DRN-4260985.pdf,Decision Reference DRN-4260985,14-Aug-23,Casualty & General Insurance Company (Europe) Ltd,Upheld,,Insurance
4338,DRN-4225326,Motor,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4225326.pdf,Decision Reference DRN-4225326,14-Aug-23,Liverpool Victoria Insurance Company Limited,Upheld,,Insurance
4339,DRN-4239201,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Male,decision/DRN-4239201.pdf,Decision Reference DRN-4239201,14-Aug-23,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
4340,DRN-4272796,Travel,No,No,Yes,No,Yes,Female,decision/DRN-4272796.pdf,Decision Reference DRN-4272796,14-Aug-23,AWP P&C SA,Upheld,,Insurance
4341,DRN-4277686,Health,Yes,Yes,Yes,Yes,Yes,Male,decision/DRN-4277686.pdf,Decision Reference DRN-4277686,14-Aug-23,BUPA Insurance Limited,Not upheld,,Insurance
4342,DRN-4262303,Health,No,Yes,Yes,No,No,Male,decision/DRN-4262303.pdf,Decision Reference DRN-4262303,14-Aug-23,BUPA Insurance Limited,Not upheld,,Insurance
4343,DRN-4196166,Personal Belongings,No,Yes,Yes,No,No,Male,decision/DRN-4196166.pdf,Decision Reference DRN-4196166,14-Aug-23,American International Group UK Limited,Not upheld,,Insurance
4344,DRN-4125059,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Not mentioned,decision/DRN-4125059.pdf,Decision Reference DRN-4125059,14-Aug-23,Society of Lloyd's,Not upheld,,Insurance
4345,DRN-4297909,Household and Commercial Property,Yes,Yes,Yes,Yes,No,Female,decision/DRN-4297909.pdf,Decision Reference DRN-4297909,14-Aug-23,British Gas Insurance Limited,Upheld,,Insurance
4346,DRN-4271323,Personal Belongings,No,Yes,Yes,Yes,No,Female,decision/DRN-4271323.pdf,Decision Reference DRN-4271323,14-Aug-23,Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,Not upheld,,Insurance
4347,DRN-4291434,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4291434.pdf,Decision Reference DRN-4291434,14-Aug-23,Ageas Insurance Limited,Upheld,,Insurance
4348,DRN-4286647,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4286647.pdf,Decision Reference DRN-4286647,14-Aug-23,Aviva Insurance Limited,Upheld,,Insurance
4349,DRN-4079174,Motor,No,No,Yes,No,Yes,Female,decision/DRN-4079174.pdf,Decision Reference DRN-4079174,14-Aug-23,Collingwood Insurance Services (U.K.) Limited,Not upheld,,Insurance
4350,DRN-4115412,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4115412.pdf,Decision Reference DRN-4115412,11-Aug-23,Advantage Insurance Company Limited,Upheld,,Insurance
4351,DRN-4295645,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4295645.pdf,Decision Reference DRN-4295645,11-Aug-23,Acasta European Insurance Company Limited,Upheld,,Insurance
4352,DRN-4237173,Travel,No,Yes,Yes,No,Yes,Female,decision/DRN-4237173.pdf,Decision Reference DRN-4237173,11-Aug-23,Inter Partner Assistance SA,Upheld,,Insurance
4353,DRN-4266947,Travel,No,No,Yes,No,Yes,Male and Female,decision/DRN-4266947.pdf,Decision Reference DRN-4266947,11-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4354,DRN-4196016,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-4196016.pdf,Decision Reference DRN-4196016,11-Aug-23,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
4355,DRN-4245217,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-4245217.pdf,Decision Reference DRN-4245217,11-Aug-23,One Insurance Limited,Not upheld,,Insurance
4356,DRN-4286190,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4286190.pdf,Decision Reference DRN-4286190,11-Aug-23,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
4357,DRN-4090727,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4090727.pdf,Decision Reference DRN-4090727,11-Aug-23,Acromas Insurance Company Limited,Not upheld,,Insurance
4358,DRN-4250372,Health,No,Yes,Yes,No,Yes,Male,decision/DRN-4250372.pdf,Decision Reference DRN-4250372,11-Aug-23,Legal and General Assurance Society Limited,Upheld,,Insurance
4359,DRN-4211611,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4211611.pdf,Decision Reference DRN-4211611,11-Aug-23,Fairmead Insurance Limited,Upheld,,Insurance
4360,DRN-4108728,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4108728.pdf,Decision Reference DRN-4108728,11-Aug-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
4361,DRN-4205492,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4205492.pdf,Decision Reference DRN-4205492,11-Aug-23,QIC Europe Ltd,Upheld,,Insurance
4362,DRN-4094464,Motor,No,Yes,Yes,Yes,No,Not mentioned,decision/DRN-4094464.pdf,Decision Reference DRN-4094464,11-Aug-23,U K Insurance Limited,Upheld,,Insurance
4363,DRN-4191030,Personal Belongings,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4191030.pdf,Decision Reference DRN-4191030,11-Aug-23,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
4364,DRN-4244719,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4244719.pdf,Decision Reference DRN-4244719,11-Aug-23,West Bay Insurance Plc,Not upheld,,Insurance
4365,DRN-4149883,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-4149883.pdf,Decision Reference DRN-4149883,11-Aug-23,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
4366,DRN-4268832,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4268832.pdf,Decision Reference DRN-4268832,11-Aug-23,Acromas Insurance Company Limited,Not upheld,,Insurance
4367,DRN-4278607,Household and Commercial Property,No,Yes,Yes,No,No,Female,decision/DRN-4278607.pdf,Decision Reference DRN-4278607,11-Aug-23,Domestic & General Insurance Plc,Not upheld,,Insurance
4368,DRN-4095079,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-4095079.pdf,Decision Reference DRN-4095079,11-Aug-23,esure Insurance Limited,Upheld,,Insurance
4369,DRN-4252735,Motor,No,No,Yes,Yes,No,Male,decision/DRN-4252735.pdf,Decision Reference DRN-4252735,11-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4370,DRN-4226911,Animal,No,Yes,Yes,No,Yes,Female,decision/DRN-4226911.pdf,Decision Reference DRN-4226911,11-Aug-23,Casualty & General Insurance Company (Europe) Ltd,Upheld,,Insurance
4371,DRN-4258881,Animal,No,Yes,Yes,No,Yes,Female,decision/DRN-4258881.pdf,Decision Reference DRN-4258881,11-Aug-23,Red Sands Insurance Company (Europe) Limited,Not upheld,,Insurance
4372,DRN-4269529,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-4269529.pdf,Decision Reference DRN-4269529,11-Aug-23,HDI Global Specialty SE,Upheld,,Insurance
4373,DRN-4217022,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4217022.pdf,Decision Reference DRN-4217022,11-Aug-23,Aviva Insurance Limited,Not upheld,,Insurance
4374,DRN-4250748,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4250748.pdf,Decision Reference DRN-4250748,11-Aug-23,Liverpool Victoria Insurance Company Limited,Upheld,,Insurance
4375,DRN-4073841,Motor,No,No,Yes,No,No,Male,decision/DRN-4073841.pdf,Decision Reference DRN-4073841,11-Aug-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
4376,DRN-4234679,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4234679.pdf,Decision Reference DRN-4234679,10-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4377,DRN-4253093,Personal Belongings,No,Yes,Yes,No,No,Male,decision/DRN-4253093.pdf,Decision Reference DRN-4253093,10-Aug-23,Assurant General Insurance Limited,Upheld,,Insurance
4378,DRN-4183530,Motor,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4183530.pdf,Decision Reference DRN-4183530,10-Aug-23,Aviva Insurance Limited,Not upheld,,Insurance
4379,DRN-4262028,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4262028.pdf,Decision Reference DRN-4262028,10-Aug-23,Ageas Insurance Limited,Upheld,,Insurance
4380,DRN-4104334,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4104334.pdf,Decision Reference DRN-4104334,10-Aug-23,Sabre Insurance Company Limited,Not upheld,,Insurance
4381,DRN-4205606,Travel,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4205606.pdf,Decision Reference DRN-4205606,10-Aug-23,AWP P&C SA,Upheld,,Insurance
4382,DRN-4260278,Legal Expenses and Monetary Loss,Yes,No,Yes,No,Yes,Not mentioned,decision/DRN-4260278.pdf,Decision Reference DRN-4260278,10-Aug-23,Peninsula Business Services Limited,Upheld,,Insurance
4383,DRN-4224184,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4224184.pdf,Decision Reference DRN-4224184,10-Aug-23,Sainsbury's Bank Plc,Not upheld,,Insurance
4384,DRN-3517614,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-3517614.pdf,Decision Reference DRN-3517614,10-Aug-23,Hiscox Insurance Company Limited,Upheld,,Insurance
4385,DRN-3998828,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-3998828.pdf,Decision Reference DRN-3998828,10-Aug-23,AA Underwriting Insurance Company Limited,Upheld,,Insurance
4386,DRN-4292267,Household and Commercial Property,No,No,Yes,No,Yes,Male and Female,decision/DRN-4292267.pdf,Decision Reference DRN-4292267,10-Aug-23,Accredited Insurance (Europe) Ltd,Upheld,,Insurance
4387,DRN-4254393,Motor,No,Yes,Yes,Yes,No,Female,decision/DRN-4254393.pdf,Decision Reference DRN-4254393,10-Aug-23,Watford Insurance Company Europe Limited,Not upheld,,Insurance
4388,DRN-4251715,Animal,No,No,Yes,No,Yes,Female,decision/DRN-4251715.pdf,Decision Reference DRN-4251715,10-Aug-23,Forsakringsaktiebolaget Agria (publ),Not upheld,,Insurance
4389,DRN-4276982,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4276982.pdf,Decision Reference DRN-4276982,10-Aug-23,Hastings Insurance Services Limited,Not upheld,,Insurance
4390,DRN-4196041,Motor,No,No,Yes,No,Yes,Male and Female,decision/DRN-4196041.pdf,Decision Reference DRN-4196041,10-Aug-23,Highway Insurance Company Limited,Upheld,,Insurance
4391,DRN-4228446,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4228446.pdf,Decision Reference DRN-4228446,10-Aug-23,AXA Insurance UK Plc,Not upheld,,Insurance
4392,DRN-4294650,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4294650.pdf,Decision Reference DRN-4294650,10-Aug-23,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
4393,DRN-4284100,Health,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4284100.pdf,Decision Reference DRN-4284100,10-Aug-23,Western Provident Association Limited,Upheld,,Insurance
4394,DRN-4294373,Motor,No,Yes,Yes,No,No,Female,decision/DRN-4294373.pdf,Decision Reference DRN-4294373,10-Aug-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
4395,DRN-3969061,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-3969061.pdf,Decision Reference DRN-3969061,10-Aug-23,Wakam,Upheld,,Insurance
4396,DRN-4203130,Household and Commercial Property,Yes,Yes,Yes,Yes,No,Male,decision/DRN-4203130.pdf,Decision Reference DRN-4203130,10-Aug-23,AXA Insurance UK Plc,Not upheld,,Insurance
4397,DRN-4279593,Health,No,Yes,Yes,No,Yes,Male,decision/DRN-4279593.pdf,Decision Reference DRN-4279593,10-Aug-23,CIGNA Life Insurance Company of Europe SA-NV,Not upheld,,Insurance
4398,DRN-4294413,Household and Commercial Property,No,No,Yes,No,Yes,Male and Female,decision/DRN-4294413.pdf,Decision Reference DRN-4294413,10-Aug-23,Amtrust Europe Limited,Not upheld,,Insurance
4399,DRN-4294197,Household and Commercial Property,No,No,Yes,No,Yes,Male and Female,decision/DRN-4294197.pdf,Decision Reference DRN-4294197,10-Aug-23,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
4400,DRN-4209925,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-4209925.pdf,Decision Reference DRN-4209925,10-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4401,DRN-4207052,Personal Belongings,No,Yes,Yes,Yes,No,Male,decision/DRN-4207052.pdf,Decision Reference DRN-4207052,10-Aug-23,American International Group UK Limited,Upheld,,Insurance
4402,DRN-4070628,Motor,Yes,Yes,Yes,No,Yes,Not mentioned,decision/DRN-4070628.pdf,Decision Reference DRN-4070628,10-Aug-23,County Insurance Consultants Limited,Not upheld,,Insurance
4403,DRN-4278291,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4278291.pdf,Decision Reference DRN-4278291,10-Aug-23,Fairmead Insurance Limited,Upheld,,Insurance
4404,DRN-4290672,Income Protection,No,No,Yes,No,Yes,Male,decision/DRN-4290672.pdf,Decision Reference DRN-4290672,10-Aug-23,HSBC UK Bank Plc,Not upheld,,Insurance
4405,DRN-4288457,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4288457.pdf,Decision Reference DRN-4288457,10-Aug-23,Advantage Insurance Company Limited,Not upheld,,Insurance
4406,DRN-4292339,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4292339.pdf,Decision Reference DRN-4292339,9-Aug-23,Aviva Insurance Limited,Upheld,,Insurance
4407,DRN-4035138,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4035138.pdf,Decision Reference DRN-4035138,9-Aug-23,Aviva Insurance Limited,Not upheld,,Insurance
4408,DRN-4264456,Travel,Yes,No,Yes,No,Yes,Male,decision/DRN-4264456.pdf,Decision Reference DRN-4264456,9-Aug-23,Astrenska Insurance Limited,Not upheld,,Insurance
4409,DRN-4065543,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-4065543.pdf,Decision Reference DRN-4065543,9-Aug-23,I Go 4 Ltd.,Upheld,,Insurance
4410,DRN-4277500,Professional Indemnity,Yes,No,Yes,No,Yes,Not mentioned,decision/DRN-4277500.pdf,Decision Reference DRN-4277500,9-Aug-23,Great Lakes Insurance SE,Not upheld,,Insurance
4411,DRN-4193784,Motor,No,Yes,Yes,No,No,Female,decision/DRN-4193784.pdf,Decision Reference DRN-4193784,9-Aug-23,U K Insurance Limited,Upheld,,Insurance
4412,DRN-4052570,Motor,No,Yes,Yes,Yes,No,Female,decision/DRN-4052570.pdf,Decision Reference DRN-4052570,9-Aug-23,U K Insurance Limited,Upheld,,Insurance
4413,DRN-4254830,Household and Commercial Property,Yes,No,Yes,No,Yes,Male,decision/DRN-4254830.pdf,Decision Reference DRN-4254830,9-Aug-23,AA Underwriting Insurance Company Limited,Upheld,,Insurance
4414,DRN-4050714,Travel,Yes,No,Yes,No,Yes,Male,decision/DRN-4050714.pdf,Decision Reference DRN-4050714,9-Aug-23,Aviva Insurance Limited,Upheld,,Insurance
4415,DRN-4216909,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4216909.pdf,Decision Reference DRN-4216909,9-Aug-23,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
4416,DRN-4153107,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-4153107.pdf,Decision Reference DRN-4153107,9-Aug-23,Advantage Insurance Company Limited,Not upheld,,Insurance
4417,DRN-4291286,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4291286.pdf,Decision Reference DRN-4291286,9-Aug-23,U K Insurance Limited,Upheld,,Insurance
4418,DRN-4260682,Animal,No,Yes,Yes,No,Yes,Female,decision/DRN-4260682.pdf,Decision Reference DRN-4260682,9-Aug-23,HDI Global Specialty SE,Upheld,,Insurance
4419,DRN-4205222,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4205222.pdf,Decision Reference DRN-4205222,9-Aug-23,esure Insurance Limited,Upheld,,Insurance
